ND_ID	Category_1	Category_2	Category_3	Product_Name	grams_Pro_per_100g	grams_Fat_per_100g	grams_Cho_per_100g	Serving_Size	Date_Obtained	Control_Number	Manufacturer	Store	Package_Amount	Package_unit	Price_per_Package	Price_Per_Unit
ND00009	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Baby Mum-Mum Selected Superior Rice Rusks- Banana	12.50	0.00	87.50	4 rusks	8/23/2014	2015APR08	WANT WANT FOODS LTD	WD	50	ml_or_g	2.99	0.0598
ND00010	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Baby Mum-Mum Selected Superior Rice Rusks- Vegetable	12.50	0.00	87.50	4 rusks	8/23/2014	2015MAR04	WANT WANT FOODS LTD	WD	50	ml_or_g	2.99	0.0598
ND00012	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Gerber Graduates Lil Biscuits- Vanilla Wheat 	0.00	14.29	75.00	1 biscuit 	1/17/2015	0468042935256XX	Gerber Products Company	SW	126	ml_or_g	1.98	0.0157
ND00001	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Gerber Graduates Puffs - Apple Cinnamon	0.00	0.00	89.29	1/2 cup (60 pieces)	5/24/2015	04526 43285256XX	Gerber Products Company	PB	42	g	2.00	0.0476
ND00002	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Gerber Graduates Puffs - Banana	0.00	0.00	89.29	1/2 cup (60 pieces)	1/17/2015	0452142765256XX	Gerber Products Company	SW	42	ml_or_g	1.98	0.0471
ND00003	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Gerber Graduates Puffs - Blueberry	0.00	0.00	89.29	1/2 cup (60 pieces)	1/17/2015	0452942275256XX	Gerber Products Company	SW	42	ml_or_g	1.98	0.0471
ND00004	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Gerber Graduates Puffs - Peach	0.00	0.00	89.29	1/2 cup (60 pieces)	1/17/2015		Gerber Products Company	SW	42	g	1.98	0.0471
ND00005	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Gerber Graduates Puffs - Strawberry Apple	0.00	0.00	89.29	1/2 cup (60 pieces)	5/24/2015	04520 50135256XX	Gerber Products Company	PB	42	g	2.00	0.0476
ND00006	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Gerber Graduates Puffs - Sweet Potatoes	0.00	0.00	89.29	1/2 cup (60 pieces)	1/17/2015	0452242665256XX	Gerber Products Company	SW	42	ml_or_g	1.98	0.0471
ND00007	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Gerber Graduates Puffs- Vanilla 	0.00	0.00	89.29	1/2 cup (60 pieces)	1/17/2015	0452843005256XX	Gerber Products Company	SW	42	ml_or_g	1.98	0.0471
ND00011	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Gerber Oatmeal Cereal (single grain)	13.33	6.67	71.67	1/4 cup	1/17/2015	12:23 4321515911 US 07001	Gerber Products Company	SW	227	g	2.08	0.0092
ND00008	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	"Happy Baby Organic Puffs- Green Puffs (spinach, collard greens, and kale) "	14.29	0.00	85.71	75 pieces	1/17/2015	16:8 1737	"Nurture, Inc."	SW	60	g	2.88	0.0480
ND01802	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Plum Baby Organic Super Puffs - Blueberry and Purple Sweet Potato	14.29	0.00	85.71	1/2 cup	1/17/2015	1237062814A	"Nestle USA, Inc. "	SW	42	g	2.78	0.0662
ND01804	Baby_Foods	Baby_Cereal_and_Rice_Snacks	Null	Plum Baby Organic Super Puffs - Strawberry and Beet	0.00	0.00	89.29	1/2 cup	1/17/2015		"Nestle USA, Inc. "	SW	42	g	2.78	0.0662
ND00025	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Fruit and Veggie Melts- Truly Tropical Blend	14.29	0.00	85.71	32 pieces	5/24/2015	04790 50715256XX	Gerber Products Company	PB	28	g	2.99	0.1068
ND00026	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Fruit and Veggie Melts- Very Berry Blend	14.29	0.00	85.71	32 pieces	1/17/2015	04791 42895256XX	"Nestle USA, Inc. "	SW	28	g	2.48	0.0886
ND01800	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Yogurt Blends- Apple Zucchini	3.03	3.03	15.40	1 container	1/17/2015	41775190 04:56 04777	Gerber Products Company	SW	396	g	2.84	0.0072
ND00017	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Yogurt Blends- Apple Zucchini 	3.03	3.03	15.40	1 container	5/24/2015	43645190 15:22 04777	Gerber Products Company	PB	396	g	2.99	0.0076
ND00018	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Yogurt Blends- Carrot Peach Mango	3.03	3.03	15.40	1 container	1/17/2015	42625190 03:15 04775	Gerber Products Company	SW	396	ml_or_g	2.84	0.0072
ND00019	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Yogurt Blends- Mixed Berry	3.03	3.03	15.40	1 container	1/17/2015	42325190 08:47 04771	Gerber Products Company	SW	396	ml_or_g	2.84	0.0072
ND00020	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Yogurt Blends- Strawberry Banana 	3.03	3.03	16.16	1 container	1/17/2015	42485190 16:16 04770	Gerber Products Company	SW	396	ml_or_g	2.84	0.0072
ND00021	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Yogurt Blends-Banana Vanilla	3.03	3.03	16.16	1 container	1/17/2015	40315190 12:16 04772	Gerber Products Company	SW	396	ml_or_g	2.84	0.0072
ND01803	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Yogurt Melts- Banana Vanilla	14.29	0.00	92.86	1/4 cup	1/17/2015	04798 4196T047B2 	"Nestle USA, Inc. "	SW	28	g	2.48	0.0886
ND00027	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Yogurt Melts- Mixed Berries	14.29	0.00	92.86	1/4 cup 	1/17/2015	047:31 42:37T047B2 18:17	"Nestle USA, Inc. "	SW	28	g	2.48	0.0886
ND00028	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Yogurt Melts- Peach	14.29	0.00	92.86	1/4 cup 	1/17/2015	04732 4163T047B2 13:59	Gerber Products Company	SW	28	ml_or_g	2.48	0.0886
ND00029	Baby_Foods	Baby_Dairy	Null	Gerber Graduates Yogurt Melts- Strawberry	14.29	0.00	92.86	1/4 cup 	5/24/2015	04730 5025T047B2	Gerber Products Company	PB	28	g	2.99	0.1068
ND00024	Baby_Foods	Baby_Dairy	Null	Gerber Second Foods Baby Food-Vanilla Custard Pudding with Bananas (plastic)	2.02	1.52	22.35	1 pack	1/17/2015	429451592C US 07350 2A	Gerber Products Company	SW	198	g	1.08	0.0055
ND00014	Baby_Foods	Baby_Dairy	Null	Gerber Third Foods Nature Select Baby Food-Spoonable Smoothies Fruit Medley (jar)	1.18	0.00	20.88	1 jar	1/13/2014	3219515912 US 2640	Gerber Products Company	PB	170	ml_or_g	0.80	0.0047
ND00022	Baby_Foods	Baby_Dairy	Null	Gerber Yogurt Blends- Banana	3.03	3.03	15.40	1 container	1/17/2015	43005190 15:56 04764	Gerber Products Company	SW	396	g	2.84	0.0072
ND00023	Baby_Foods	Baby_Dairy	Null	Gerber Yogurt Blends- Strawberry	3.03	3.03	15.40	1 container	1/17/2015	42865190 21:55 04760	Gerber Products Company	SW	396	g	2.84	0.0072
ND00013	Baby_Foods	Baby_Dairy	Null	Gerber Yogurt Juice - Peach Mango Yogurt & Apple Juice	1.69	1.69	15.68	1 bottle	8/10/2014	3270515761	Gerber Products Company	PB	473	ml_or_g	2.99	0.0063
ND00015	Baby_Foods	Baby_Dairy	Null	"Stonyfield Farm Organic Yobaby Yogurt (made with whole milk), banana"	3.54	3.54	11.50	1 container 	7/3/2014	N/A	Stonyfield Farm	PB	678	ml_or_g	3.50	0.0052
ND00016	Baby_Foods	Baby_Dairy	Null	"Stonyfield Farm Organic Yobaby Yogurt (made with whole milk), vanilla"	3.54	3.54	11.50	1 container	5/31/2015	A 18:51	Stonyfield Farm	PB	680	g	3.99	0.0059
ND00031	Baby_Foods	Baby_Dairy	Stage_2	"Plum Organics Organic Baby Food 2 - Cherry, Sweet Corn & Greek Yogurt"	2.02	0.00	15.15	1 pouch	5/31/2015	LV 11:36 LOT: 6AT14317C	"Plum, Inc."	PB	99	g	1.59	0.0161
ND00030	Baby_Foods	Baby_Dairy	Stage_2	"Plum Organics Organic Baby Food 2- Raspberry, Spinach & Greek Yogurt"	2.02	0.00	10.10	1 pouch	5/31/2015	LB:G16 5055 17:56:59 IND	"Plum, Inc."	PB	99	g	1.59	0.0161
ND01801	Baby_Foods	Baby_Fruits	Null	Gerber Yogurt Blends- Peach	3.03	3.03	15.40	1 container	1/17/2015	41485190 16:57 04786	Gerber Products Company	SW	396	g	2.84	0.0072
ND00033	Baby_Foods	Baby_Fruits	Stage_1	Beech-Nut Stage 1 Baby Food- Just Honeycrisp Apples (jar)	0.00	0.00	13.33	1/4 cup	8/23/2014	21195051115	Beech-Nut Nutrition Company	WD	120	ml_or_g	1.19	0.0099
ND00042	Baby_Foods	Baby_Fruits	Stage_1	Beech-Nut Stage 1 Baby Food-Bananas (100% Natural) (jar)	0.00	0.00	25.00	1/4 cup	8/10/2014	20571010524	Beech-Nut Nutrition Company	SW	120	ml_or_g	0.98	0.0082
ND00037	Baby_Foods	Baby_Fruits	Stage_1	Earth’s Best Stage 1 Baby Food- First Bananas (jar)	0.00	0.00	21.13	1 jar	5/24/2015	70F02244 MM 2000	The Hain Celestial Group Inc	PB	71	g	0.73	0.0103
ND00034	Baby_Foods	Baby_Fruits	Stage_1	Earth's Best Stage 1 Baby Food- First Pears (jar)	0.00	0.00	14.08	1 jar	5/24/2015	70F09294 NM 1217	The Hain Celestial Group Inc	PB	71	g	0.73	0.0103
ND00032	Baby_Foods	Baby_Fruits	Stage_1	Earth's Best Stage 1 Baby Food-Apples (jar)	0.00	0.00	12.32	1 jar	5/24/2015	70F02254 ML 1340	The Hain Celestial Group Inc	PB	71	g	0.73	0.0103
ND00035	Baby_Foods	Baby_Fruits	Stage_1	Gerber First Foods All Natural Baby Food- Apples (plastic)	0.00	0.00	15.85	1 pack	1/17/2015	42625157K1	Gerber Products Company	SW	142	ml_or_g	0.98	0.0069
ND00038	Baby_Foods	Baby_Fruits	Stage_1	Gerber First Foods All Natural Baby Food-Bananas (plastic)	1.41	0.00	21.13	1 pack	1/17/2015	42885157K1	Gerber Products Company	SW	142	ml_or_g	0.98	0.0069
ND00036	Baby_Foods	Baby_Fruits	Stage_1	Gerber First Foods All Natural Baby Food-Peaches (plastic)	1.41	0.00	16.20	1 pack	5/24/2015	US 7130	Gerber Products Company	PB	142	g	0.95	0.0067
ND00039	Baby_Foods	Baby_Fruits	Stage_1	Gerber First Foods All Natural Baby Food-Prunes (plastic)	1.41	0.00	19.72	1 pack	1/17/2015	42796157K2	Gerber Products Company	SW	142	ml_or_g	0.98	0.0069
ND00040	Baby_Foods	Baby_Fruits	Stage_1	Gerber First Foods Baby Food-Organic Bananas with DHA (plastic)	1.41	0.00	21.13	1 pack	1/17/2015	43995157K1	Gerber Products Company	SW	142	ml_or_g	1.28	0.0090
ND00041	Baby_Foods	Baby_Fruits	Stage_1	Gerber First Foods Baby Food-Organic Prunes with DHA (plastic)	1.41	0.00	19.72	1 pack	8/10/2014	41045157K4	Gerber Products Company	PB	142	ml_or_g	1.39	0.0098
ND00045	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Apple & Banana (jar)	0.00	0.00	11.50	1 jar	8/23/2014	19514A0647	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00071	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Apple & Blueberry (jar)	0.88	0.00	15.93	1 jar	8/23/2014	05195491048	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00046	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Apple & Cherry (jar)	0.00	0.00	11.06	1 jar	8/23/2014	06195011311	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00043	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Apple (jar)	0.00	0.00	15.04	1 jar 	5/24/2015	18195020757	Beech-Nut Nutrition Company	PB	113	g	0.61	0.0054
ND00050	Baby_Foods	Baby_Fruits	Stage_2	"Beech-Nut Classics Stage 2 Baby Food- Apple, Pear & Banana (jar)"	0.00	0.00	13.27	1 jar	8/23/2014	06195700944	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00093	Baby_Foods	Baby_Fruits	Stage_2	"Beech-Nut Classics Stage 2 Baby Food- Apricot, Pear & Apple (jar)"	0.88	0.00	23.45	1 jar	8/23/2014	21195051115	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00082	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Chiquita Banana & Strawberry (jar)	0.88	0.00	19.03	1 jar	8/23/2014	23195130955	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00072	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Pear & Pineapple (jar)	0.88	0.00	14.60	1 jar	8/23/2014	04198111112	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00089	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Pear & Raspberry (jar)	0.88	0.00	22.12	1 jar	8/23/2014	19511A1419	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00083	Baby_Foods	Baby_Fruits	Stage_2	"Beech-Nut Classics Stage 2 Baby Food-Apple, Mango, Kiwi  (jar)"	0.88	0.00	19.03	1 jar	8/23/2014	23195061310	Beech-Nut Nutrition Company	WD	113	ml_or_g	0.68	0.0060
ND00047	Baby_Foods	Baby_Fruits	Stage_2	"Beech-Nut Stage 2 Baby Food - Just Raspberry, Apple & Beets (jar)"	0.00	0.00	13.33	1/4 cup	5/24/2015	14572030914	Beech-Nut Nutrition Company	PB	120	g	1.09	0.0091
ND00060	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Stage 2 Baby Food- Apple & Pumpkin (jar)	0.00	0.00	14.58	1/4 cup	8/23/2014	14572121327	Beech-Nut Nutrition Company	WD	120	ml_or_g	1.19	0.0099
ND00081	Baby_Foods	Baby_Fruits	Stage_2	"Beech-Nut Stage 2 Baby Food- Banana, Orange & Pineapple (jar)"	0.00	0.00	18.75	1/4 cup	5/24/2015	12572061909	Beech-Nut Nutrition Company	PB	120	g	1.09	0.0091
ND00084	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Classics Stage 2 Baby Food- Chiquita Banana (jar)	0.88	0.00	19.47	1 jar	5/24/2015	8195071027	Beech-Nut Nutrition Company	PB	113	g	0.67	0.0059
ND00073	Baby_Foods	Baby_Fruits	Stage_2	Beechnut Stage 2 Baby Food- Classic Pears  (jar)	0.88	0.00	14.16	1 jar	5/24/2015	26597050145	Beech-Nut Nutrition Company	PB	113	g	0.61	0.0054
ND00061	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Stage 2 Baby Food- Just Apple & Kiwi (jar)	0.00	0.00	14.58	1/4 cup	5/24/2015	16572060925	Beech-Nut Nutrition Company	PB	120	g	1.09	0.0091
ND00048	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Stage 2 Baby Food- Just Apple & Strawberry (jar)	0.00	0.00	13.33	1/4 cup	8/23/2014	19574000715	Beech-Nut Nutrition Company	WD	120	ml_or_g	1.19	0.0099
ND00044	Baby_Foods	Baby_Fruits	Stage_2	"Beech-Nut Stage 2 Baby Food- Just Guava, Pear & Strawberry (jar)"	0.00	0.00	10.42	1/4 cup	5/24/2015	16572131022	Beech-Nut Nutrition Company	PB	120	g	1.09	0.0091
ND00062	Baby_Foods	Baby_Fruits	Stage_2	"Beech-Nut Stage 2 Baby Food- Just Mango, Kiwi & Papaya (jar)"	0.00	0.00	14.58	1/4 cup	5/24/2015	29573031130	Beech-Nut Nutrition Company	PB	120	g	1.09	0.0091
ND00063	Baby_Foods	Baby_Fruits	Stage_2	Beech-Nut Stage 2 Baby Food- Just Pear & Blueberry (jar)	0.00	0.00	15.00	1/4 cup	8/23/2014	14572131457	Beech-Nut Nutrition Company	WD	120	ml_or_g	1.19	0.0099
ND00085	Baby_Foods	Baby_Fruits	Stage_2	Beechnut Stage 2 Baby Food- Peaches (jar)	0.88	0.00	19.03	1 jar	6/10/2014	11197060806	Beech-Nut Nutrition Company	PB	113	ml_or_g	0.69	0.0061
ND00051	Baby_Foods	Baby_Fruits	Stage_2	Earth’s Best Stage 2 Baby Food- Apples (jar)	0.00	0.00	13.27	1 jar	5/24/2015	70G11244 IA 0611	The Hain Celestial Group Inc	PB	113	g	1.19	0.0105
ND00052	Baby_Foods	Baby_Fruits	Stage_2	Earth’s Best Stage 2 Baby Food-Apples and Apricots (jar)	0.00	0.00	13.27	1 jar	8/23/2014	70G03073 IB 1725	The Hain Celestial Group Inc	PB	113	ml_or_g	1.09	0.0096
ND00080	Baby_Foods	Baby_Fruits	Stage_2	Earth’s Best Stage 2 Baby Food-Bananas (jar)	0.88	0.00	18.58	1 jar	5/24/2015	70H03025 IH 0853	The Hain Celestial Group Inc	PB	113	g	1.19	0.0105
ND00053	Baby_Foods	Baby_Fruits	Stage_2	Earth's Best Stage 2 Baby Food-Apple Butternut Squash (jar)	0.88	0.00	12.39	1 jar	5/24/2015	70H11124 2Q 0932	The Hain Celestial Group Inc	PB	113	g	1.19	0.0105
ND00054	Baby_Foods	Baby_Fruits	Stage_2	Earth's Best Stage 2 Baby Food-Pears (jar)	0.88	0.00	12.39	1 jar	5/24/2015	70G01075 IG 0156	The Hain Celestial Group Inc	PB	113	g	1.19	0.0105
ND00055	Baby_Foods	Baby_Fruits	Stage_2	Earth's Best Stage 2 Baby Food-Pears and Raspberries (jar)	0.00	0.00	13.27	1 jar	5/24/2015	70G03115 IN 0137	The Hain Celestial Group Inc	PB	113	g	1.19	0.0105
ND00049	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food- Apple Peach Squash (plastic)	0.00	0.51	11.49	1 pack	8/23/2014	414951591B	Gerber Products Company	WD	198	ml_or_g	1.11	0.0056
ND00074	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food- Applesauce (jar)	0.00	0.00	15.49	1 jar	5/24/2015	5077515917 US431	Gerber Products Company	PB	113	g	0.63	0.0056
ND00064	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food- Banana Carrot Mango (plastic)	0.88	0.00	14.60	1 pack	5/31/2015	506451592B US 07681 10	Gerber Products Company	PB	226	g	1.07	0.0047
ND00094	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food- Banana Plum Grape (plastic)	1.01	0.00	24.24	1 pack	8/23/2014	43708517K1	Gerber Products Company	WD	198	ml_or_g	1.11	0.0056
ND00086	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food- Bananas with Apples and Pears (plastic)	1.01	0.00	20.20	1 pack	7/7/2014	413751592B US 07342	Gerber Products Company	PB	198	ml_or_g	1.07	0.0054
ND00065	Baby_Foods	Baby_Fruits	Stage_2	"Gerber Second Foods All Natural Baby Food- Pear, Zucchini, Corn (plastic)"	0.00	0.44	14.49	1 pack	5/31/2015	507951592B US 07683	Gerber Products Company	PB	226	g	1.07	0.0047
ND00056	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Apple Blueberry (jar)	0.00	0.00	13.27	1 jar	6/29/2014	4119515927	Gerber Products Company	SW	113	ml_or_g	0.63	0.0056
ND00066	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Apple Strawberry Banana (plastic)	0.00	0.00	13.27	1 pack	5/31/2015	410951592B	Gerber Products Company	PB	226	g	1.07	0.0047
ND00067	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Apples & Cherries (plastic)	0.00	0.00	15.15	1 pack	6/29/2014	40735157K2	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00068	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Apples (plastic)	0.00	0.00	13.27	1 pack	5/31/2015	50725157k2	Gerber Products Company	PB	226	g	1.07	0.0047
ND00069	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Apricot with Mixed Fruit (plastic)	0.00	0.00	15.15	1 pack	6/29/2014	40925157K2	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00090	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Banana Mixed Berries (plastic)	1.01	0.00	21.72	1 pack	6/29/2014	41075159113	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00091	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Banana Orange Medley  (plastic)	1.01	0.00	21.72	1 pack	6/10/2014	411051591B	Gerber Products Company	PB	198	ml_or_g	1.07	0.0054
ND00092	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Bananas (plastic)	1.01	0.00	22.22	1 pack	6/29/2014	41335159113	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00087	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Bananas with Apples & Pears (plastic)	1.01	0.00	20.20	1 pack	6/29/2014	413751592B	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00070	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Pear Pineapple (plastic)	0.00	0.00	15.15	1 pack	6/10/2014	332651591B	Gerber Products Company	PB	198	ml_or_g	1.07	0.0054
ND00077	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods All Natural Baby Food-Pears (plastic)	0.00	0.00	15.49	1 pack 	5/31/2015	5067515k2	Gerber Products Company	PB	226	g	1.07	0.0047
ND00057	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods Baby Food- Apple Strawberry Banana (jar)	0.00	0.00	13.27	1 jar	8/23/2014	4161515927 US427	Gerber Products Company	WD	113	ml_or_g	0.69	0.0061
ND00095	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods Baby Food-Hawaiian Delight (plastic)	2.02	0.00	26.26	1 pack	6/29/2014	40685159113	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00078	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods Baby Food-Peaches (plastic)	1.01	0.00	16.67	1 pack	6/10/2014	40765157K1 07:56	Gerber Products Company	PB	99	ml_or_g	1.07	0.0108
ND00079	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods Baby Food-Prunes with Apples (plastic)	1.01	0.00	17.17	1 pack	6/10/2014	410551593B	Gerber Products Company	PB	198	ml_or_g	1.07	0.0054
ND00088	Baby_Foods	Baby_Fruits	Stage_2	Gerber Second Foods Baby Food-Yummy Mango (plastic)	1.01	0.00	19.19	1 pack	6/29/2014	413151591C	Gerber Products Company	SW	198	ml_or_g	1.08	0.0055
ND00058	Baby_Foods	Baby_Fruits	Stage_2	Plum Organics Organic Baby Food 2 - Apple & Carrot	0.00	0.00	13.27	1 pack	9/22/2014	G2 01:43 EST 40	"Nest Collective, Inc."	WD	113	ml_or_g	1.99	0.0176
ND00059	Baby_Foods	Baby_Fruits	Stage_2	"Plum Organics Organic Baby Food 2 - Blueberry, Pear, & Purple Carrot"	0.88	0.00	13.27	1 pouch	11/7/2014	Q5 21:51 EST40	"Nest Collective, Inc."	WG	113	ml_or_g	1.69	0.0150
ND00075	Baby_Foods	Baby_Fruits	Stage_2	Plum Organics Organic Baby Food 2 - Pear & Mango	0.00	0.00	15.49	1 pack	9/22/2014	BB:08HF SM G2 14:20 EST40	"Nest Collective, Inc."	SW	113	ml_or_g		0.0000
ND00076	Baby_Foods	Baby_Fruits	Stage_2	"Plum Organics Organic Baby Food 2- Peach, Apricot & Banana"	0.88	0.00	14.60	1 pouch	11/2/2014	BB: 02MAY15M G6 04:33 EST40	"Nest Collective, Inc."	PB	113	ml_or_g	1.00	0.0088
ND00096	Baby_Foods	Baby_Fruits	Stage_3	Beech-Nut Stage 3 Baby Food- Pears and Blueberries (jar)	0.59	0.00	17.06	1 jar	8/23/2014	25208A1438	Beech-Nut Nutrition Company	WD	170	ml_or_g	1.19	0.0070
ND00100	Baby_Foods	Baby_Fruits	Stage_3	Gerber Third Foods All Natural Baby Food-Bananas (jar)	1.18	0.00	22.35	1 jar	6/10/2014	4115515912	Gerber Products Company	PB	170	ml_or_g	0.80	0.0047
ND00098	Baby_Foods	Baby_Fruits	Stage_3	Gerber Third Foods All Natural Baby Food-Bananas and Strawberries (jar)	0.59	0.00	21.47	1 jar	6/10/2014	4107515922	Gerber Products Company	PB	170	ml_or_g	0.80	0.0047
ND00097	Baby_Foods	Baby_Fruits	Stage_3	Gerber Third Foods All Natural Baby Food-Pears (jar)	0.59	0.00	17.06	1 jar	6/10/2014	4101515912	Gerber Products Company	PB	170	ml_or_g	0.80	0.0047
ND00099	Baby_Foods	Baby_Fruits	Stage_3	Gerber Third Foods Baby Food- Fruit Medley (jar)	0.59	0.00	21.47	1 jar	8/23/2014	4136515922 US2642	Gerber Products Company	WD	170	ml_or_g	0.80	0.0047
ND00103	Baby_Foods	Baby_Meats	Stage_1	Beech-Nut Classics Stage 1 Baby Food-Chicken and Chicken Broth (jar)	9.86	5.63	2.11	1 jar	8/23/2014	27297950643	Beech-Nut Nutrition Company	WD	71	ml_or_g	1.19	0.0168
ND00102	Baby_Foods	Baby_Meats	Stage_1	Beech-Nut Classics Stage 1 Baby Food-Turkey and Turkey Broth (jar)	8.45	5.63	0.00	1 jar	8/23/2014	30297921228	Beech-Nut Nutrition Company	WD	71	ml_or_g	1.19	0.0168
ND00101	Baby_Foods	Baby_Meats	Stage_1	Beech-Nut Stage 1 Baby Food- Beef and Beef Broth (jar)	11.27	1.41	0.00	1 jar	8/23/2014	25797A1335	Beech-Nut Nutrition Company	WD	71	ml_or_g	1.19	0.0168
ND00105	Baby_Foods	Baby_Meats	Stage_2	Gerber Second Foods Baby Food - Turkey and Turkey Gravy (jar)	9.86	5.63	5.63	1 jar	8/23/2014	4168515924 US1217	Gerber Products Company	WD	71	ml_or_g	1.11	0.0156
ND00104	Baby_Foods	Baby_Meats	Stage_2	Gerber Second Foods Baby Food-Beef and Beef Gravy (jar)	11.27	3.52	5.46	1 jar	6/10/2014	4098515924	Gerber Products Company	PB	71	ml_or_g	1.05	0.0148
ND00107	Baby_Foods	Baby_Meats	Stage_2	Gerber Second Foods Baby Food-Chicken and Chicken Gravy (jar)	9.86	8.45	6.34	1 jar	6/10/2014	4104515924	Gerber Products Company	PB	71	ml_or_g	1.05	0.0148
ND00106	Baby_Foods	Baby_Meats	Stage_2	Gerber Second Foods Baby Food-Ham and Ham Gravy (jar)	11.27	5.63	4.23	1 jar	6/10/2014	4055515924	Gerber Products Company	PB	71	ml_or_g	1.05	0.0148
ND00108	Baby_Foods	Baby_Meats	Stage_3	Gerber Graduates lil' sticks Chicken Sticks with Canola Oil- packed in water (jar)	14.08	8.45	2.11	"1 jar, drained"	6/10/2014	404515915	Gerber Products Company	PB	71	ml_or_g	1.59	0.0224
